,date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
27,20200603,AZ,22233,222292,,1092.0,3589,379.0,,239.0,,5076.0,A+,6/3/2020 00:00,2020-06-03T00:00:00Z,06/02 20:00,981.0,3589,2020-06-03T00:00:00Z,244525,,,,4,983,5709,244525,244525,6692,244525,40,69,adb6c60e40314679b5c4e7c6632a4f2e4b97d2d1,0,0,0,0,0,
28,20200602,AZ,21250,216583,,1009.0,3520,380.0,,235.0,,4967.0,A+,6/2/2020 00:00,2020-06-02T00:00:00Z,06/01 20:00,941.0,3520,2020-06-02T00:00:00Z,237833,,,,4,1127,8636,237833,237833,9763,237833,24,75,f8e0b7ad8c5032d66c13f660f4bfbdf3e7cf24fd,0,0,0,0,0,
29,20200601,AZ,20123,207947,,968.0,3445,377.0,,238.0,,4869.0,A+,6/1/2020 00:00,2020-06-01T00:00:00Z,05/31 20:00,917.0,3445,2020-06-01T00:00:00Z,228070,,,,4,187,2677,228070,228070,2864,228070,11,66,b894d8bb232a0be04e0a84cbf4385929fe834b3a,0,0,0,0,0,
30,20200531,AZ,19936,205270,,973.0,3379,376.0,,239.0,,4761.0,A+,5/31/2020 00:00,2020-05-31T00:00:00Z,05/30 20:00,906.0,3379,2020-05-31T00:00:00Z,225206,,,,4,681,7478,225206,225206,8159,225206,3,45,f8da23840e6808569fc4c650b2f06b0d249afa02,0,0,0,0,0,
31,20200530,AZ,19255,197792,,975.0,3334,386.0,,241.0,,4657.0,A+,5/30/2020 00:00,2020-05-30T00:00:00Z,05/29 20:00,903.0,3334,2020-05-30T00:00:00Z,217047,,,,4,790,6444,217047,217047,7234,217047,18,53,a3c307edc04723d9389d34e8aed43e9d9268ece7,0,0,0,0,0,
32,20200529,AZ,18465,191348,,931.0,3281,378.0,,238.0,,4551.0,A+,5/29/2020 00:00,2020-05-29T00:00:00Z,05/28 20:00,885.0,3281,2020-05-29T00:00:00Z,209813,,,,4,702,6197,209813,209813,6899,209813,28,58,c7d233d64203593a0f603251eb09e3e359b0e20f,0,0,0,0,0,
33,20200528,AZ,17763,185151,,945.0,3223,374.0,,222.0,,4452.0,A+,5/28/2020 00:00,2020-05-28T00:00:00Z,05/27 20:00,857.0,3223,2020-05-28T00:00:00Z,202914,,,,4,501,6147,202914,202914,6648,202914,26,51,fd840d2b811bc0f54e3de4f806d47bf5b8d04522,0,0,0,0,0,
34,20200527,AZ,17262,179004,,911.0,3172,375.0,,237.0,,4361.0,A+,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,831.0,3172,2020-05-27T00:00:00Z,196266,,,,4,479,5056,196266,196266,5535,196266,24,50,2a5525d0963e1f56e1e2fdf36b8c90f1a45f0eb7,0,0,0,0,0,
35,20200526,AZ,16783,173948,,818.0,3122,336.0,,208.0,,4297.0,A+,5/25/2020 00:00,2020-05-25T00:00:00Z,05/24 20:00,807.0,3122,2020-05-25T00:00:00Z,190731,,,,4,222,2727,190731,190731,2949,190731,1,45,f0759c7b6f98d265568cc01577f9ecdff5c9f714,0,0,0,0,0,
36,20200525,AZ,16561,171221,,833.0,3077,334.0,,212.0,,4204.0,A+,5/25/2020 00:00,2020-05-25T00:00:00Z,05/24 20:00,806.0,3077,2020-05-25T00:00:00Z,187782,,,,4,222,3919,187782,187782,4141,187782,6,51,a36687043766764e55454e0e55004c21c269a1b9,0,0,0,0,0,
